title,date,venue,price,link,date_and_time,location,artists
Quartiers Rouges invite Positive Education,sam. 13 janv.,La Machine du Moulin Rouge,"À partir de 15,71 €",https://dice.fm/event/e88xw-quartiers-rouges-invite-positive-education-13th-jan-la-machine-du-moulin-rouge-paris-tickets,"sam. 13 janv., 23:59","90 Boulevard de Clichy, 75018 Paris, France",
Ceci n'est pas un rêve : Cabaret Contemporain,mer. 17 janv.,Ground Control Gare de Lyon,Gratuit,https://dice.fm/event/g3mn6-ceci-nest-pas-un-rve-cabaret-contemporain-17th-jan-ground-control-gare-de-lyon-paris-tickets,"mer. 17 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",Cabaret Contemporain
La Pépinière • D'amour et d'eau fraîche,ven. 19 janv.,Le Mazette,"À partir de 9,18 €",https://dice.fm/event/25mdp-la-ppinire-damour-et-deau-frache-19th-jan-le-mazette-paris-tickets,"ven. 19 janv., 19:30","69 Port de la Rapée, 75012 Paris, France",
Back It Up !,ven. 19 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2ga7-back-it-up-19th-jan-911-paris-paris-tickets,"ven. 19 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Blu·e Velvet #27,ven. 19 janv.,Ground Control Gare de Lyon,10 €,https://dice.fm/event/qpolp-blue-velvet-27-19th-jan-ground-control-gare-de-lyon-paris-tickets,"ven. 19 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",
HandsDown Party avec Neg'Marrons à Food Society,ven. 19 janv.,Le Food Society Paris,"À partir de 12,24 €",https://dice.fm/event/68ex7-handsdown-party-avec-negmarrons-food-society-19th-jan-le-food-society-paris-paris-tickets,"ven. 19 janv., 22:00","68 Avenue Du Maine, 75014 Paris, France",Fin de soirée
"Independance Party : Smily, Bydone, Yawi",mer. 10 janv.,YOYO - Palais de Tokyo,10 €,https://dice.fm/event/37wyv-independance-party-smily-bydone-yawi-10th-jan-yoyo-palais-de-tokyo-paris-tickets,"mer. 10 janv., 23:00","13 Avenue du Président Wilson, 75016 Paris, France",Smily
Aventure Club,jeu. 11 janv.,PAMELA,"11,22 €",https://dice.fm/event/o7v55-aventure-club-11th-jan-pamela-paris-tickets,"jeu. 11 janv., 23:00","62 Rue Mazarine, 75006 Paris, France",
[Vendredi] Pisica x Le Mazette : Winter Weekender,ven. 12 janv.,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/25lm7-vendredi-pisica-x-le-mazette-winter-weekender-12th-jan-le-mazette-paris-tickets,"ven. 12 janv., 18:00","69 Port de la Rapée, 75012 Paris, France",
Tropical Squad !,ven. 12 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2g86-tropical-squad-12th-jan-911-paris-paris-tickets,"ven. 12 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
La Bringue - POP CLASSICS PARTY,ven. 12 janv.,211,12 €,https://dice.fm/event/68ro7-la-bringue-pop-classics-party-12th-jan-211-paris-tickets,"ven. 12 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France","DJ Klemee, DJ Peachee"
Heartless Club - Starting 2024,ven. 12 janv.,Club Haussmann,15 €,https://dice.fm/event/lk95p-heartless-club-starting-2024-12th-jan-club-haussmann-paris-tickets,"ven. 12 janv., 23:00","23 Rue Taitbout, 75009 Paris, France",
As It Was / Nuit Modern Pop,ven. 12 janv.,Supersonic,"6,50 €",https://dice.fm/event/ld7br-as-it-was-nuit-modern-pop-12th-jan-supersonic-paris-tickets,"ven. 12 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
New Year Break,ven. 12 janv.,Le Flow,"À partir de 10,20 €",https://dice.fm/event/v2qpv-new-year-break-12th-jan-le-flow-paris-tickets,"ven. 12 janv., 23:30","4 Port des Invalides, 75007 Paris, France",Dernière entrée
Afrotherapy x Youka en Showcase,ven. 12 janv.,Level Club,"11,22 €",https://dice.fm/event/qp6qa-afrotherapy-x-youka-en-showcase-12th-jan-level-club-paris-tickets,"ven. 12 janv., 23:30 UTC+1",49 rue de Ponthieu 75008,Showcase Youka
Chronologic (West Side),ven. 12 janv.,YOYO - Palais de Tokyo,"À partir de 16,83 €",https://dice.fm/event/lkbbx-chronologic-west-side-12th-jan-yoyo-palais-de-tokyo-paris-tickets,"ven. 12 janv., 23:30","13 Avenue du Président Wilson, 75016 Paris, France",
House Of Underground 7 Years Anniversary !,ven. 12 janv.,La Machine du Moulin Rouge,"16,83 €",https://dice.fm/event/vnl8l-house-of-underground-7-years-anniversary-12th-jan-la-machine-du-moulin-rouge-paris-tickets,"ven. 12 janv., 23:45","90 Boulevard de Clichy, 75018 Paris, France",
Le Bal du 10,ven. 12 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/6lbrb-le-bal-du-10-12th-jan-les-toiles-paris-tickets,"ven. 12 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan"
Afrolicious !,sam. 13 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/mg8av-afrolicious-13th-jan-911-paris-paris-tickets,"sam. 13 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Funk'n'Groove : Funky French League,sam. 13 janv.,211,Gratuit,https://dice.fm/event/xyr6a-funkngroove-funky-french-league-13th-jan-211-paris-tickets,"sam. 13 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France",Funky French League
Generation 90 vs 2000 : 100% années 90 et 2000,sam. 13 janv.,Concorde Atlantique,"10,99 €",https://dice.fm/event/6kqq2-generation-90-vs-2000-100-annes-90-et-2000-13th-jan-concorde-atlantique-paris-tickets,"sam. 13 janv., 23:00","23 Quai Anatole France, 75007 Paris, France",
Common people / La Nuit British Rock,sam. 13 janv.,Supersonic,"6,50 €",https://dice.fm/event/b7gdk-common-people-la-nuit-british-rock-13th-jan-supersonic-paris-tickets,"sam. 13 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
"BinarySound w/ Franzoh, Alexio & Théo @LA JAVA",sam. 13 janv.,La Java,À partir de 13 €,https://dice.fm/event/r89wv-binarysound-w-franzoh-alexio-tho-la-java-13th-jan-la-java-paris-tickets,"sam. 13 janv., 23:30","105 Rue du Faubourg du Temple, 75010 Paris, France","BinarySound, Franzoh, Alexio"
La Dancing,sam. 13 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/aqy97-la-dancing-13th-jan-les-toiles-paris-tickets,"sam. 13 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France",
Quartiers Rouges invite Positive Education,sam. 13 janv.,La Machine du Moulin Rouge,"À partir de 15,71 €",https://dice.fm/event/e88xw-quartiers-rouges-invite-positive-education-13th-jan-la-machine-du-moulin-rouge-paris-tickets,"sam. 13 janv., 23:59","90 Boulevard de Clichy, 75018 Paris, France",
Ceci n'est pas un rêve : Cabaret Contemporain,mer. 17 janv.,Ground Control Gare de Lyon,Gratuit,https://dice.fm/event/g3mn6-ceci-nest-pas-un-rve-cabaret-contemporain-17th-jan-ground-control-gare-de-lyon-paris-tickets,"mer. 17 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",Cabaret Contemporain
La Pépinière • D'amour et d'eau fraîche,ven. 19 janv.,Le Mazette,"À partir de 9,18 €",https://dice.fm/event/25mdp-la-ppinire-damour-et-deau-frache-19th-jan-le-mazette-paris-tickets,"ven. 19 janv., 19:30","69 Port de la Rapée, 75012 Paris, France",
Back It Up !,ven. 19 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2ga7-back-it-up-19th-jan-911-paris-paris-tickets,"ven. 19 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Blu·e Velvet #27,ven. 19 janv.,Ground Control Gare de Lyon,10 €,https://dice.fm/event/qpolp-blue-velvet-27-19th-jan-ground-control-gare-de-lyon-paris-tickets,"ven. 19 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",
HandsDown Party avec Neg'Marrons à Food Society,ven. 19 janv.,Le Food Society Paris,"À partir de 12,24 €",https://dice.fm/event/68ex7-handsdown-party-avec-negmarrons-food-society-19th-jan-le-food-society-paris-paris-tickets,"ven. 19 janv., 22:00","68 Avenue Du Maine, 75014 Paris, France",Fin de soirée
"Independance Party : Smily, Bydone, Yawi",mer. 10 janv.,YOYO - Palais de Tokyo,10 €,https://dice.fm/event/37wyv-independance-party-smily-bydone-yawi-10th-jan-yoyo-palais-de-tokyo-paris-tickets,"mer. 10 janv., 23:00","13 Avenue du Président Wilson, 75016 Paris, France",Smily
Aventure Club,jeu. 11 janv.,PAMELA,"11,22 €",https://dice.fm/event/o7v55-aventure-club-11th-jan-pamela-paris-tickets,"jeu. 11 janv., 23:00","62 Rue Mazarine, 75006 Paris, France",
[Vendredi] Pisica x Le Mazette : Winter Weekender,ven. 12 janv.,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/25lm7-vendredi-pisica-x-le-mazette-winter-weekender-12th-jan-le-mazette-paris-tickets,"ven. 12 janv., 18:00","69 Port de la Rapée, 75012 Paris, France",
Tropical Squad !,ven. 12 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2g86-tropical-squad-12th-jan-911-paris-paris-tickets,"ven. 12 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
La Bringue - POP CLASSICS PARTY,ven. 12 janv.,211,12 €,https://dice.fm/event/68ro7-la-bringue-pop-classics-party-12th-jan-211-paris-tickets,"ven. 12 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France","DJ Klemee, DJ Peachee"
Heartless Club - Starting 2024,ven. 12 janv.,Club Haussmann,15 €,https://dice.fm/event/lk95p-heartless-club-starting-2024-12th-jan-club-haussmann-paris-tickets,"ven. 12 janv., 23:00","23 Rue Taitbout, 75009 Paris, France",
As It Was / Nuit Modern Pop,ven. 12 janv.,Supersonic,"6,50 €",https://dice.fm/event/ld7br-as-it-was-nuit-modern-pop-12th-jan-supersonic-paris-tickets,"ven. 12 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
New Year Break,ven. 12 janv.,Le Flow,"À partir de 10,20 €",https://dice.fm/event/v2qpv-new-year-break-12th-jan-le-flow-paris-tickets,"ven. 12 janv., 23:30","4 Port des Invalides, 75007 Paris, France",Dernière entrée
Afrotherapy x Youka en Showcase,ven. 12 janv.,Level Club,"11,22 €",https://dice.fm/event/qp6qa-afrotherapy-x-youka-en-showcase-12th-jan-level-club-paris-tickets,"ven. 12 janv., 23:30 UTC+1",49 rue de Ponthieu 75008,Showcase Youka
Chronologic (West Side),ven. 12 janv.,YOYO - Palais de Tokyo,"À partir de 16,83 €",https://dice.fm/event/lkbbx-chronologic-west-side-12th-jan-yoyo-palais-de-tokyo-paris-tickets,"ven. 12 janv., 23:30","13 Avenue du Président Wilson, 75016 Paris, France",
House Of Underground 7 Years Anniversary !,ven. 12 janv.,La Machine du Moulin Rouge,"16,83 €",https://dice.fm/event/vnl8l-house-of-underground-7-years-anniversary-12th-jan-la-machine-du-moulin-rouge-paris-tickets,"ven. 12 janv., 23:45","90 Boulevard de Clichy, 75018 Paris, France",
Le Bal du 10,ven. 12 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/6lbrb-le-bal-du-10-12th-jan-les-toiles-paris-tickets,"ven. 12 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan"
Afrolicious !,sam. 13 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/mg8av-afrolicious-13th-jan-911-paris-paris-tickets,"sam. 13 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Funk'n'Groove : Funky French League,sam. 13 janv.,211,Gratuit,https://dice.fm/event/xyr6a-funkngroove-funky-french-league-13th-jan-211-paris-tickets,"sam. 13 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France",Funky French League
Generation 90 vs 2000 : 100% années 90 et 2000,sam. 13 janv.,Concorde Atlantique,"10,99 €",https://dice.fm/event/6kqq2-generation-90-vs-2000-100-annes-90-et-2000-13th-jan-concorde-atlantique-paris-tickets,"sam. 13 janv., 23:00","23 Quai Anatole France, 75007 Paris, France",
Common people / La Nuit British Rock,sam. 13 janv.,Supersonic,"6,50 €",https://dice.fm/event/b7gdk-common-people-la-nuit-british-rock-13th-jan-supersonic-paris-tickets,"sam. 13 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
"BinarySound w/ Franzoh, Alexio & Théo @LA JAVA",sam. 13 janv.,La Java,À partir de 13 €,https://dice.fm/event/r89wv-binarysound-w-franzoh-alexio-tho-la-java-13th-jan-la-java-paris-tickets,"sam. 13 janv., 23:30","105 Rue du Faubourg du Temple, 75010 Paris, France","BinarySound, Franzoh, Alexio"
La Dancing,sam. 13 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/aqy97-la-dancing-13th-jan-les-toiles-paris-tickets,"sam. 13 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France",
Quartiers Rouges invite Positive Education,sam. 13 janv.,La Machine du Moulin Rouge,"À partir de 15,71 €",https://dice.fm/event/e88xw-quartiers-rouges-invite-positive-education-13th-jan-la-machine-du-moulin-rouge-paris-tickets,"sam. 13 janv., 23:59","90 Boulevard de Clichy, 75018 Paris, France",
Ceci n'est pas un rêve : Cabaret Contemporain,mer. 17 janv.,Ground Control Gare de Lyon,Gratuit,https://dice.fm/event/g3mn6-ceci-nest-pas-un-rve-cabaret-contemporain-17th-jan-ground-control-gare-de-lyon-paris-tickets,"mer. 17 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",Cabaret Contemporain
La Pépinière • D'amour et d'eau fraîche,ven. 19 janv.,Le Mazette,"À partir de 9,18 €",https://dice.fm/event/25mdp-la-ppinire-damour-et-deau-frache-19th-jan-le-mazette-paris-tickets,"ven. 19 janv., 19:30","69 Port de la Rapée, 75012 Paris, France",
Back It Up !,ven. 19 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2ga7-back-it-up-19th-jan-911-paris-paris-tickets,"ven. 19 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Blu·e Velvet #27,ven. 19 janv.,Ground Control Gare de Lyon,10 €,https://dice.fm/event/qpolp-blue-velvet-27-19th-jan-ground-control-gare-de-lyon-paris-tickets,"ven. 19 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",
HandsDown Party avec Neg'Marrons à Food Society,ven. 19 janv.,Le Food Society Paris,"À partir de 12,24 €",https://dice.fm/event/68ex7-handsdown-party-avec-negmarrons-food-society-19th-jan-le-food-society-paris-paris-tickets,"ven. 19 janv., 22:00","68 Avenue Du Maine, 75014 Paris, France",Fin de soirée
"Independance Party : Smily, Bydone, Yawi",mer. 10 janv.,YOYO - Palais de Tokyo,10 €,https://dice.fm/event/37wyv-independance-party-smily-bydone-yawi-10th-jan-yoyo-palais-de-tokyo-paris-tickets,"mer. 10 janv., 23:00","13 Avenue du Président Wilson, 75016 Paris, France",Smily
Aventure Club,jeu. 11 janv.,PAMELA,"11,22 €",https://dice.fm/event/o7v55-aventure-club-11th-jan-pamela-paris-tickets,"jeu. 11 janv., 23:00","62 Rue Mazarine, 75006 Paris, France",
[Vendredi] Pisica x Le Mazette : Winter Weekender,ven. 12 janv.,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/25lm7-vendredi-pisica-x-le-mazette-winter-weekender-12th-jan-le-mazette-paris-tickets,"ven. 12 janv., 18:00","69 Port de la Rapée, 75012 Paris, France",
Tropical Squad !,ven. 12 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2g86-tropical-squad-12th-jan-911-paris-paris-tickets,"ven. 12 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
La Bringue - POP CLASSICS PARTY,ven. 12 janv.,211,12 €,https://dice.fm/event/68ro7-la-bringue-pop-classics-party-12th-jan-211-paris-tickets,"ven. 12 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France","DJ Klemee, DJ Peachee"
Heartless Club - Starting 2024,ven. 12 janv.,Club Haussmann,15 €,https://dice.fm/event/lk95p-heartless-club-starting-2024-12th-jan-club-haussmann-paris-tickets,"ven. 12 janv., 23:00","23 Rue Taitbout, 75009 Paris, France",
As It Was / Nuit Modern Pop,ven. 12 janv.,Supersonic,"6,50 €",https://dice.fm/event/ld7br-as-it-was-nuit-modern-pop-12th-jan-supersonic-paris-tickets,"ven. 12 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
New Year Break,ven. 12 janv.,Le Flow,"À partir de 10,20 €",https://dice.fm/event/v2qpv-new-year-break-12th-jan-le-flow-paris-tickets,"ven. 12 janv., 23:30","4 Port des Invalides, 75007 Paris, France",Dernière entrée
Afrotherapy x Youka en Showcase,ven. 12 janv.,Level Club,"11,22 €",https://dice.fm/event/qp6qa-afrotherapy-x-youka-en-showcase-12th-jan-level-club-paris-tickets,"ven. 12 janv., 23:30 UTC+1",49 rue de Ponthieu 75008,Showcase Youka
Chronologic (West Side),ven. 12 janv.,YOYO - Palais de Tokyo,"À partir de 16,83 €",https://dice.fm/event/lkbbx-chronologic-west-side-12th-jan-yoyo-palais-de-tokyo-paris-tickets,"ven. 12 janv., 23:30","13 Avenue du Président Wilson, 75016 Paris, France",
House Of Underground 7 Years Anniversary !,ven. 12 janv.,La Machine du Moulin Rouge,"16,83 €",https://dice.fm/event/vnl8l-house-of-underground-7-years-anniversary-12th-jan-la-machine-du-moulin-rouge-paris-tickets,"ven. 12 janv., 23:45","90 Boulevard de Clichy, 75018 Paris, France",
Le Bal du 10,ven. 12 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/6lbrb-le-bal-du-10-12th-jan-les-toiles-paris-tickets,"ven. 12 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan"
Afrolicious !,sam. 13 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/mg8av-afrolicious-13th-jan-911-paris-paris-tickets,"sam. 13 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Funk'n'Groove : Funky French League,sam. 13 janv.,211,Gratuit,https://dice.fm/event/xyr6a-funkngroove-funky-french-league-13th-jan-211-paris-tickets,"sam. 13 janv., 22:00","211 Av. Jean Jaurès, 75019 Paris, France",Funky French League
Generation 90 vs 2000 : 100% années 90 et 2000,sam. 13 janv.,Concorde Atlantique,"10,99 €",https://dice.fm/event/6kqq2-generation-90-vs-2000-100-annes-90-et-2000-13th-jan-concorde-atlantique-paris-tickets,"sam. 13 janv., 23:00","23 Quai Anatole France, 75007 Paris, France",
Common people / La Nuit British Rock,sam. 13 janv.,Supersonic,"6,50 €",https://dice.fm/event/b7gdk-common-people-la-nuit-british-rock-13th-jan-supersonic-paris-tickets,"sam. 13 janv., 23:00","9 Rue Biscornet, 75012 Paris, France",Live Tribute
"BinarySound w/ Franzoh, Alexio & Théo @LA JAVA",sam. 13 janv.,La Java,À partir de 13 €,https://dice.fm/event/r89wv-binarysound-w-franzoh-alexio-tho-la-java-13th-jan-la-java-paris-tickets,"sam. 13 janv., 23:30","105 Rue du Faubourg du Temple, 75010 Paris, France","BinarySound, Franzoh, Alexio"
La Dancing,sam. 13 janv.,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/aqy97-la-dancing-13th-jan-les-toiles-paris-tickets,"sam. 13 janv., 23:55","61 Rue du Château d'Eau, 75010 Paris, France",
Quartiers Rouges invite Positive Education,sam. 13 janv.,La Machine du Moulin Rouge,"À partir de 15,71 €",https://dice.fm/event/e88xw-quartiers-rouges-invite-positive-education-13th-jan-la-machine-du-moulin-rouge-paris-tickets,"sam. 13 janv., 23:59","90 Boulevard de Clichy, 75018 Paris, France",
Ceci n'est pas un rêve : Cabaret Contemporain,mer. 17 janv.,Ground Control Gare de Lyon,Gratuit,https://dice.fm/event/g3mn6-ceci-nest-pas-un-rve-cabaret-contemporain-17th-jan-ground-control-gare-de-lyon-paris-tickets,"mer. 17 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",Cabaret Contemporain
La Pépinière • D'amour et d'eau fraîche,ven. 19 janv.,Le Mazette,"À partir de 9,18 €",https://dice.fm/event/25mdp-la-ppinire-damour-et-deau-frache-19th-jan-le-mazette-paris-tickets,"ven. 19 janv., 19:30","69 Port de la Rapée, 75012 Paris, France",
Back It Up !,ven. 19 janv.,911 Paris,À partir de Gratuit,https://dice.fm/event/v2ga7-back-it-up-19th-jan-911-paris-paris-tickets,"ven. 19 janv., 20:00","18 Rue Paul Klee, 75013 Paris, France",
Blu·e Velvet #27,ven. 19 janv.,Ground Control Gare de Lyon,10 €,https://dice.fm/event/qpolp-blue-velvet-27-19th-jan-ground-control-gare-de-lyon-paris-tickets,"ven. 19 janv., 20:00","81 Rue du Charolais, 75012 Paris, France",
HandsDown Party avec Neg'Marrons à Food Society,ven. 19 janv.,Le Food Society Paris,"À partir de 12,24 €",https://dice.fm/event/68ex7-handsdown-party-avec-negmarrons-food-society-19th-jan-le-food-society-paris-paris-tickets,"ven. 19 janv., 22:00","68 Avenue Du Maine, 75014 Paris, France",Fin de soirée
