Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
"Halfpipe Records w/ EV, Soul Mass Transit System",2024-01-06,22:00,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/rkogw-halfpipe-records-w-ev-soul-mass-transit-system-6th-jan-le-mazette-paris-tickets,"69 Port de la Rapée, 75012 Paris, France",Soul Mass Transit System,,
IMMERSION : FRANCK | JAËSS & THE ROBOTS | LAZE & More,2024-01-06,23:00 à 07:00,Nexus,"17,99 €",https://shotgun.live/events/immersion-franck-l-jaess-the-robots-l-laze-more,"100 Av. du Général Leclerc, 93500 Pantin, France","FRANCK, Jaëss, LAZE, Yenkov, Black Traffic, vp allowed","hard trance, hard techno, techno, german techno, electro, trance",Nexus
LLAB CLUB,2024-01-06,23:00,Wanderlust,12 €,https://dice.fm/event/r8akw-llab-club-6th-jan-wanderlust-paris-tickets,"32 Quai d'Austerlitz, 75013 Paris, France",Fermeture des portes,,
Club Society I Mira Ló,2024-01-06,22:00,Le Food Society Paris,Gratuit,https://dice.fm/event/257go-club-society-i-mira-l-6th-jan-le-food-society-paris-paris-tickets,"68 Avenue Du Maine, 75014 Paris, France","Dj set, Mira Ló, Fin de soirée",,
Bass Studies United,2024-01-06,22:00,La Rotonde,"13,25 €",https://dice.fm/event/r8x8r-bass-studies-united-6th-jan-la-rotonde-paris-tickets,"6 Place de la Bataille de Stalingrad, 75019 Paris, France",Addison Groove,,
"Café Croissant ± Velasco, Hearthug, Dj Tjizza, etc",2024-01-06,06:30,DOCK B,"16,68 €",https://dice.fm/event/g3er5-caf-croissant-velasco-hearthug-dj-tjizza-etc-6th-jan-dock-b-paris-tickets,"1 Place de la Pointe, 93500 Pantin, France",,,
LE ROYAUME DE L'EFFERVESCENCE,2024-01-06,23:30,RedLight,"À partir de 11,22 €",https://dice.fm/event/n5wwl-le-royaume-de-leffervescence-6th-jan-redlight-paris-tickets,"34-36 Rue Du Départ, 75015 Paris, France",Fermeture des portes,,
Reggaeton party sur les toits de paris,2024-01-06,23:00,Tout Le Monde en Parle,À partir de Gratuit,https://dice.fm/event/klnxo-reggaeton-party-sur-les-toits-de-paris-6th-jan-tout-le-monde-en-parle-paris-tickets,"4 Rue Du Départ, 75015 Paris, France","Fermeture des portes, djalkior",,
Bastet Festival #4,2024-01-06,20:00,La Flèche d'Or,À partir de 8 €,https://dice.fm/event/doxlv-bastet-festival-4-6th-jan-la-flche-dor-paris-tickets,"102b Rue De Bagnolet, 75020 Paris, France",,,
Forensics x Gegen,2024-01-06,23:00,La Machine du Moulin Rouge,"À partir de 19,08 €",https://dice.fm/event/37q2x-forensics-x-gegen-6th-jan-la-machine-du-moulin-rouge-paris-tickets,"90 Boulevard de Clichy, 75018 Paris, France",,,
"Élettel Teli, Blond Idiocracy, Ullmann Kararocke feat Dakota & DJ Set",2024-01-06,21:00,Le Sub Pigalle,"11,80 €",https://dice.fm/event/37gev-lettel-teli-blond-idiocracy-ullmann-kararocke-feat-dakota-dj-set-6th-jan-le-sub-pigalle-paris-tickets,"3 Place De Clichy, 75008 Paris, France","ÉLETTEL TELI, BLOND IDIOCRACY, Dakota",,
BOOM 80's du Marcounet,2024-01-06,20:00,Péniche Marcounet,Gratuit,https://dice.fm/event/68xx8-boom-80s-du-marcounet-6th-jan-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Les Petits Artistes,2024-01-06,19:30,La Boule Noire,18 €,https://dice.fm/event/7wyrv-les-petits-artistes-6th-jan-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",,,
Pam Risourié + Fishtalk + Scarabs,2024-01-06,19:00,Supersonic,Gratuit,https://dice.fm/event/56re8-pam-risouri-fishtalk-scarabs-6th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Scarabs, Fishtalk, Pam Risourié",,
La Dancing,2024-01-06,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/6lbqb-la-dancing-6th-jan-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France",,,
"Class99, Crâneurs, Larsen, Del Samo & Garage Fever",2024-01-06,23:15,La Java,À partir de 13 €,https://dice.fm/event/pnknp-class99-crneurs-larsen-del-samo-garage-fever-6th-jan-la-java-paris-tickets,"105 Rue du Faubourg du Temple, 75010 Paris, France",,,
"Dancing With Myself, 80s Party",2024-01-06,23:00,Supersonic,"6,50 €",https://dice.fm/event/b2vyk-dancing-with-myself-80s-party-6th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Live Tribute,,
Opäk 'Dohrnii’ Release Party (Kluster Records),2024-01-06,22:00,La Marbrerie,"À partir de 11,02 €",https://dice.fm/event/v2a87-opk-dohrnii-release-party-kluster-records-6th-jan-la-marbrerie-paris-tickets,"21 Rue Alexis Lepere, 93100 Montreuil, France","Opäk, ILLNURSE, Maemm, Eyrah",,
Nightlife #4,2024-01-06,23:00,Guru Paris,Gratuit,https://dice.fm/event/klamo-nightlife-4-6th-jan-guru-paris-paris-tickets,"36 Boulevard De La Bastille, 75012 Paris, France",,,
Rêves Party 8 💙,2024-01-06,20:00,Point Ephémère,18 €,https://dice.fm/event/qprp9-rves-party-8-6th-jan-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",,,
"ÖFF #2 : MATRAKK, NØNAME, 25EMEHEURE B2B WILLIAM LUCK & MORE",2024-01-06,23:59 à 06:00,Glazart,"16,00 €",https://shotgun.live/events/off-2-matrakk-noname-25-emeheure-b-2-b-william-luck-more,"7 Av. de la Prte de la Villette, 75019 Paris, France","MATRAKK, WILLIAM LUCK, NØNAME, 25EMEHEURE, ORGANÏK, ETERA","techno, hard techno",GLAZART
"Café Croissant & Chevry Agency - Velasco, Hearthug & More",2024-01-06,06:30 à 23:00,DOCK B,"13,49 €",https://shotgun.live/events/cafe-croissant-chevry-agency-velasco-hearthug-more,"1 Place de la Pointe, 93500 Pantin, France","DJ Tjizza, HearThuG, LUIS VELASCO, GRiNCH, ALYHAS, Joel Rakoto, Bousti","house, minimal house, electro, tech house",Increase The Groove
LA MADAME KLAUDE #69,2024-01-06,23:59 à 06:00,Club La Nuit,"17,99 €",https://shotgun.live/events/la-madame-klaude-69,"8 Bd de la Madeleine, 75009 Paris, France","PATRICK VIDAL, The Man Inside Corrine, LADIRECTRICE+","house, disco, disco house",LA NUIT PARIS
"Halfpipe Records w/ EV (Live) , Soul Mass Transit System",2024-01-06,22:00 à 06:00,Le Mazette,"10,99 €",https://shotgun.live/events/halfpipe-records-w-ev-live-soul-mass-transit-system,"69 Port de la Rapée, 75012 Paris, France","EV, Soul Mass Transit System, Halfpipe Records, SATURATION COLLECTIVE","house, breakbeat, techno, tech house",Le Mazette
El Perreo ¡ Mega Fiesta de Reggaeton ! 06 janvier 2024,2024-01-06,23:59 à 06:00,Cabaret Sauvage,"15,99 €",https://shotgun.live/events/el-perreo-mega-fiesta-de-reggaeton-06-janvier-2024,"59 Bd Macdonald, 75019 Paris, France",,,CABARET SAUVAGE
Sacré présente carte blanche à Zimmer,2024-01-06,23:00 à 06:00,Sacré,"10,00 €",https://shotgun.live/events/sacre-presente-carte-blanche-a-zimmer,"142 Rue Montmartre, 75002 Paris, France","Zimmer, DJ Suspect","house, disco house, funk, disco",Sacré
THUNDER x PETIT BAIN : AXYOM + LOKO + MOSMOZ + NOBRAC,2024-01-06,23:59 à 06:00,Petit Bain,"12,99 €",https://shotgun.live/events/thunder-x-petit-bain-axyom-loko-mosmoz-nobrac,"7 Port de la Gare, 75013 Paris, France","Axyom, Loko, Mosmoz, Nobrac, Predacid","techno, acid techno, hard techno, hardtek, hard trance",Amnexia
Bass Studies United,2024-01-06,22:00 à 06:00,La Rotonde Stalingrad,"13,50 €",https://shotgun.live/events/bass-studies-united,"6-8 Pl. de la Bataille de Stalingrad, 75019 Paris, France","Addison Groove, Morizet, La Relance, Rehcorb, Qant, AARCAN, Le Cartel de Jean ., ITINERANT, Ragwa, Sosthène, DeepArt","house, uk garage, drum & bass, techno, minimal house, electro",Cwp
Musicology,2024-01-06,11:00 PM To 5:30 AM,Non mentionné,"11,00 €",https://shotgun.live/events/musicology-06-01-24,Lieu secret,,"soul, funk, disco, house, r&b, afrobeat",LA BELLEVILLOISE
After 31 By NEXT LEVEL,2024-01-06,23:00 à 05:00,Non mentionné,"10,99 €",https://shotgun.live/events/after-31-by-next-level,"33 Rue des Petits Champs, 75001 Paris, France","Lean Chihiro, SMOKWILLS, Dee 300",,L’ŒIL
DIVINE PARTY,2024-01-06,23:59 à 07:00,Le Magnum Klub,"7,99 €",https://shotgun.live/events/divine-party,"56 Rue de la Fontaine au Roi, 75011 Paris, France","ki.moono, NYGØ, ASAPMXXN, K4PABLE","techno, dub techno, acid techno, hard techno",Magnum Klub
Garage au Popup du Label,2024-01-06,23:00 à 04:00,Le POPUP du Label,"9,99 €",https://shotgun.live/events/garage-au-popup-du-label,"14 Rue Abel, 75012 Paris, France","Maxattack, La meule","minimal techno, techno, trance, eurodance",Garage Fever
De La Groove invites Brawther,2024-01-06,23:59 à 07:00,Rex Club,"15,80 €",https://shotgun.live/events/de-la-groove-invites-brawther,"5 Bd Poissonnière, 75002 Paris, France","Brawther, De La Groove Records, Chinau, Knuckle G, Dielli","house, electro",REX CLUB
Djoon : My Grooves - Afshin invite Terrence Parker,2024-01-06,23:59 à 06:00,Djoon,"15,99 €",https://shotgun.live/events/djoon-my-grooves-afshin-invite-terrence-parker,"22 Bd Vincent Auriol, 75013 Paris, France","Terrence Parker, Afshin","house, deep house, disco house, disco, acid house, chicago house",DJOON
"After O'Clock : UMBRAID, A.MO & Street Machine",2024-01-06,06:00 à 16:00,Glazart,"9,50 €",https://shotgun.live/events/after-o-clock-umbraid-a-mo-street-machine,"7 Av. de la Prte de la Villette, 75019 Paris, France","umbraid, A.mo, Street Machine, Glazart",techno,GLAZART
Fav_art @ Panic Room #2,2024-01-06,19:00 à 05:00,Panic Room,Gratuit,https://shotgun.live/events/fav-art-panic-room-2,"101 Rue Amelot, 75011 Paris, France","Baco, Margaux Kintsugi","tech house, house, dance, trance, disco house",Panic Room
01:01 LÂCHEZ-PRISE,2024-01-06,23:59 à 06:00,Le Klub,"5,99 €",https://shotgun.live/events/01-01-lachez-prise,"14 Rue Saint-Denis, 75001 Paris, France","Pegazus_Musicc, Farino666, Rêving, NYGØ, ANØMALY, MOHM, nønø","hard techno, trance, acid techno, techno, hardcore",Climax Paris
"DISTRIKT meets SOMEWHERE.. : GIAMMARCO ORSINI, RONIN, BASSAM",2024-01-06,00:00,Nouveau Casino,"10,99 €",https://shotgun.live/events/distrikt-meets-somewhere-giammarco-orsini-ronin-bassam,"109 Rue Oberkampf, 75011 Paris, France","Giammarco Orsini, Ronin, Bassam","electro, electro house, house, minimal house",LE NOUVEAU CASINO
Club — MYD all night long,2024-01-06,23:30 à 07:00,Badaboum,"13,49 €",https://shotgun.live/events/club-myd-all-night-long,"2 bis Rue des Taillandiers, 75011 Paris, France",Myd,"house, deep house",BADABOUM
Lee Sokomoto - Favela Jazz Trio,2024-01-06,20:00 à 23:00,L'Alimentation Générale,Gratuit,https://shotgun.live/events/lee-sokomoto-favela-jazz-trio,"64 Rue Jean-Pierre Timbaud, 75011 Paris, France",,"jazz, funk",L'Alimentation Générale
Cumbia Ya ! - Studio de l'Ermitage,2024-01-06,20:30 à 23:55,Studio de l'Ermitage,"15,99 €",https://shotgun.live/events/cumbia-ya-studio-de-l-ermitage,"8 Rue de l'Ermitage, 75020 Paris, France",Cumbia Ya!,,Studio de l'Ermitage
Concert : Lovely Heads,2024-01-06,21:00 à 23:00,Seguin Sound,Gratuit,https://shotgun.live/events/concert-lovely-heads,"1, Parvis de l'Île Seguin, 92100, Île Seguin, 92100 Boulogne-Billancourt, France",Lovely Heads,"rock, pop rock",SEGUIN SOUND
756 invite Loquace / Into The Void,2024-01-06,22:00 à 08:00,Non mentionné,"5,99 €",https://shotgun.live/events/756-invite-loquace-into-the-void,"59 Bd Macdonald, 75019 Paris, France",LOQUACE,"house, tech house, techno, minimal house",756
Opäk 'Dohrnii’ Release Party,2024-01-06,22:00 à 04:30,La Marbrerie,"12,99 €",https://shotgun.live/events/opak-dohrnii-release-party-kluster-records,"21 Rue Alexis Lepere, 93100 Montreuil, France","Opäk., ILLNURSE, Maemm, Catartsis, ey.rah",techno,La Marbrerie
Lolita Birthday party,2024-01-06,23:30 à 05:30,Non mentionné,,https://shotgun.live/events/lolita-birthday-party,Lieu secret,,"dancehall, rap, hip hop, afrobeat, r&b, trap",lolapltt
"La Java : Class99, Crâneurs, Larsen, Del Samo & Garage Fever",2024-01-06,23:30 à 07:00,La Java,"10,69 €",https://shotgun.live/events/la-java-class-99-craneurs-larsen-del-samo-garage-fever,"105 Rue du Faubourg du Temple, 75010 Paris, France",,"house, electro, techno",LA JAVA
LE ROYAUME DE L'EFFERVESCENCE,2024-01-06,23:30 à 05:30,Redlight,"10,99 €",https://shotgun.live/events/le-royaume-de-l-effervescence,"34 - 36 Rue du Départ, 75015 Paris, France","DJ SEADE, Djdaboyz, DJ CHIMIK, DJ MAX'S, DJ T Will","dancehall, trap, afrobeat, baile funk, drill",Gilles JOTHAM
La Dancing # Samedi 06 Jan,2024-01-06,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-06-jan,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
GOGO GREEN 07/01/24,2024-01-07,23:59 à 06:00,La Gare / Le Gore,"5,99 €",https://shotgun.live/events/gogo-green-24-12-23,"1 Av. Corentin Cariou, 75019 Paris, France",,,LeGore
Sivilizasyon x Gambetta Club After Party Techno 12,2024-01-07,16:00,Le Gambetta Club,À partir de Gratuit,https://dice.fm/event/pn93k-sivilizasyon-x-gambetta-club-after-party-techno-12-7th-jan-le-gambetta-club-paris-tickets,"104 Rue de Bagnolet, 75020 Paris, France",,,
Sunday Tribute - David Bowie,2024-01-07,19:00,Supersonic,Gratuit,https://dice.fm/event/7bpnp-sunday-tribute-david-bowie-7th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",,,
Drag Show : Mami Watta + Drag Race Italia Viewing,2024-01-07,18:00,La Felicità,Gratuit,https://dice.fm/event/mg3lk-drag-show-mami-watta-drag-race-italia-viewing-7th-jan-la-felicit-paris-tickets,"5 Parv. Alan Turing, 75013 Paris","Viewing Party de la finale de Drag Race Italia (Saison 3 !), Drag Show, DJ Set - Coeur Noir",,
BRUNCH : Lana Gray & Sidney Rodrigues,2024-01-07,12:00,Péniche Marcounet,Gratuit,https://dice.fm/event/lk3vp-brunch-lana-gray-sidney-rodrigues-7th-jan-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004","Lana Gray, Sidney Rodrigues",,
Drag Show : Viewing Party Drag Race Italia #10,2024-01-07,19:00,La Felicità,Gratuit,https://dice.fm/event/2578p-drag-show-viewing-party-drag-race-italia-10-7th-jan-la-felicit-paris-tickets,"5 Parv. Alan Turing, 75013 Paris","Viewing - Drag Race Italia, Drag Show w/ Coco Ricard, Mami Watta, Lula Strega & Neptune Drama, DJ Set by Coeur Noir",,
"After O'Clock : Kuss, Harmonie & Timid Boy",2024-01-07,06:00 à 16:00,Glazart,"9,50 €",https://shotgun.live/events/after-o-clock-kuss-harmonie-timid-boy,"7 Av. de la Prte de la Villette, 75019 Paris, France","Glazart, Timid Boy, KUSS",techno,GLAZART
Musical Theatre Open Mic Soirée,2024-01-07,19:00,Péniche Marcounet,Gratuit,https://dice.fm/event/o7nwg-musical-theatre-open-mic-soire-7th-jan-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Electric Spanish + Porcelaine + Peter Pantin,2024-01-08,19:00,Supersonic,Gratuit,https://dice.fm/event/ex76d-electric-spanish-porcelaine-peter-pantin-8th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Peter Pantin, porcelaine, Electric Spanish",,
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",2024-01-08,20:00,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",,,
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",2024-01-08,20:00,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",,,
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",2024-01-08,20:00,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",,,
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",2024-01-08,20:00,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",,,
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",2024-01-08,20:00,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",,,
Jean Felzine + Cassandre + FILS,2024-01-08,20:00,POPUP!,"7,86 €",https://dice.fm/event/lk66p-jean-felzine-cassandre-fils-8th-jan-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",Jean Felzine,,
Blonddes + Divague + The Initiativ,2024-01-08,19:00,L'international,6 €,https://dice.fm/event/5pead-blonddes-divague-the-initiativ-8th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France","Blonddes, Divague, The Initiativ",,
WeHungry + Ovearth + Outrance,2024-01-09,19:00,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Marc desse + Niki Demillier + Super Léone,2024-01-09,19:00,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse",,
Marc desse + Niki Demillier + Super Léone,2024-01-09,19:00,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse",,
WeHungry + Ovearth + Outrance,2024-01-09,19:00,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
WeHungry + Ovearth + Outrance,2024-01-09,19:00,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Marc desse + Niki Demillier + Super Léone,2024-01-09,19:00,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse",,
Marc desse + Niki Demillier + Super Léone,2024-01-09,19:00,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse",,
Marc desse + Niki Demillier + Super Léone,2024-01-09,19:00,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse",,
WeHungry + Ovearth + Outrance,2024-01-09,19:00,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
JAM du BPM contest 09/01/24,2024-01-09,23:59 à 06:00,La Gare / Le Gore,"5,99 €",https://shotgun.live/events/jam-du-bpm-contest-26-12-23,"1 Av. Corentin Cariou, 75019 Paris, France",,,LeGore
WeHungry + Ovearth + Outrance,2024-01-09,19:00,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Orphia + Contre Soirée + La Malle,2024-01-10,19:00,L'international,8 €,https://dice.fm/event/68pb3-orphia-contre-soire-la-malle-10th-jan-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France","Orphia, Contre Soirée, La Malle",,
The Psychotic Monks,2024-01-10,19:30,La Gaité Lyrique,"28,50 €",https://dice.fm/event/r9dwr-the-psychotic-monks-10th-jan-la-gait-lyrique-paris-tickets,"3bis Rue Papin, 75003 Paris, France",The Psychotic Monks,,
L'enfant,2024-01-10,19:30,La Boule Noire,15 €,https://dice.fm/event/8lpav-lenfant-10th-jan-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",L'enfant,,
Luke Anger + Terrace In Trance + Dora Surleau,2024-01-10,20:00,POPUP!,"5,61 €",https://dice.fm/event/qpmey-luke-anger-terrace-in-trance-dora-surleau-10th-jan-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France","Luke Anger, Terrace In Trance, Dora Sureau",,
Brenda Ohana Trio,2024-01-10,21:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/mgo6r-brenda-ohana-trio-10th-jan-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",Brenda Ohana Trio,,
